126931,126994,,63
127070,127108,,38
127252,127329,,77
127542,127641,,99
127745,127790,,45
127888,127942,,54
128308,128324,,16
128494,128498,,4
128621,128719,,98
128969,129036,,67
129302,129321,,19
129761,129772,,11
130166,130178,,12
130663,130695,,32
130921,130946,,25
131090,131164,,74
131445,131541,,96
131952,131975,,23
132274,132289,,15
132758,132836,,78
133184,133260,,76
133634,133705,,71
134055,134071,,16
134419,134466,,47
134927,134935,,8
135412,135458,,46
135615,135650,,35
135998,136071,,73
136399,136468,,69
136583,136622,,39
137029,137086,,57
137295,137362,,67
137841,137927,,86
138350,138392,,42
138628,138716,,88
138897,138904,,7
138940,139031,,91
139257,139321,,64
139431,139508,,77
139770,139837,,67
140203,140232,,29
140385,140460,,75
140497,140592,,95
141033,141086,,53
141511,141555,,44
141985,142037,,52
142412,142415,,3
142911,142967,,56
143386,143475,,89
143650,143660,,10
144002,144019,,17
144344,144395,,51
144883,144978,,95
145041,145132,,91
145585,145640,,55
146121,146184,,63
146259,146318,,59
146784,146802,,18
146930,146971,,41
147134,147224,,90
147508,147590,,82
147982,148032,,50
148419,148453,,34
148638,148659,,21
149033,149040,,7
149406,149439,,33
149726,149786,,60
150094,150174,,80
150645,150739,,94
151025,151028,,3
151454,151465,,11
151736,151750,,14
152202,152221,,19
152490,152559,,69
152666,152693,,27
153121,153214,,93
153355,153425,,70
153593,153676,,83
153678,153744,,66
153804,153828,,24
154274,154292,,18
154300,154334,,34
154589,154671,,82
155131,155156,,25
155530,155606,,76
155937,155941,,4
156308,156333,,25
156774,156850,,76
157118,157125,,7
157295,157385,,90
157635,157729,,94
158190,158279,,89
158744,158826,,82
159002,159073,,71
159531,159573,,42
160001,160019,,18
160348,160364,,16
160597,160638,,41
160892,160981,,89
161359,161454,,95
161460,161479,,19
161556,161575,,19
162074,162126,,52
162361,162380,,19
162510,162534,,24
162734,162791,,57
162963,163005,,42
163217,163276,,59
163709,163800,,91
163870,163922,,52
164300,164325,,25
164400,164437,,37
164676,164735,,59
165012,165058,,46
165271,165367,,96
165563,165583,,20
165715,165791,,76
165923,166020,,97
166236,166283,,47
166668,166675,,7
166891,166945,,54
166996,166999,,3
167497,167534,,37
167555,167577,,22
168066,168099,,33
168241,168251,,10
168518,168570,,52
168933,169012,,79
169505,169586,,81
169987,170073,,86
170106,170191,,85
170496,170585,,89
170594,170675,,81
171106,171158,,52
171473,171476,,3
171937,171980,,43
172352,172402,,50
172488,172507,,19
172632,172663,,31
172779,172803,,24
173024,173115,,91
173418,173427,,9
173534,173556,,22
173656,173700,,44
174181,174224,,43
174245,174306,,61
174782,174871,,89
175121,175136,,15
175551,175632,,81
175799,175866,,67
176100,176124,,24
176453,176491,,38
176937,177014,,77
177317,177411,,94
177878,177922,,44
178364,178368,,4
178456,178493,,37
178821,178848,,27
179329,179382,,53
179733,179791,,58
180256,180324,,68
180461,180543,,82
180544,180575,,31
180981,181044,,63
181107,181198,,91
181543,181568,,25
182027,182106,,79
182511,182566,,55
182746,182845,,99
183054,183125,,71
183214,183310,,96
183359,183442,,83
183612,183632,,20
183701,183800,,99
184297,184370,,73
184763,184775,,12
184973,185006,,33
185284,185344,,60
185786,185840,,54
186239,186259,,20
186413,186495,,82
186810,186843,,33
187119,187149,,30
187237,187317,,80
187674,187719,,45
187906,187943,,37
188163,188218,,55
188499,188544,,45
188714,188742,,28
189135,189193,,58
189388,189448,,60
189703,189792,,89
189850,189894,,44
190392,190450,,58
190805,190890,,85
191117,191134,,17
191507,191519,,12
191631,191711,,80
192077,192092,,15
192106,192115,,9
192362,192371,,9
192533,192563,,30
192899,192965,,66
193344,193432,,88
193900,193965,,65
194298,194389,,91
194399,194487,,88
194726,194797,,71
194999,195049,,50
195123,195204,,81
195450,195458,,8
195863,195948,,85
196279,196348,,69
196809,196837,,28
196987,197021,,34
197202,197208,,6
197485,197500,,15
197518,197534,,16
197915,197970,,55
198401,198494,,93
198834,198908,,74
198937,198978,,41
199088,199155,,67
199440,199518,,78
199792,199804,,12
200174,200255,,81
200353,200360,,7
200820,200833,,13
201188,201281,,93
201557,201584,,27
201704,201797,,93
202155,202185,,30
202433,202442,,9
202648,202692,,44
203180,203203,,23
203461,203515,,54
203771,203818,,47
204280,204368,,88
204781,204846,,65
204950,204960,,10
205308,205402,,94
205557,205589,,32
205667,205759,,92
206088,206121,,33
206279,206373,,94
206728,206759,,31
206880,206938,,58
207272,207344,,72
207688,207730,,42
208145,208184,,39
208596,208684,,88
209048,209050,,2
209395,209484,,89
209785,209796,,11
210230,210307,,77
210440,210451,,11
210544,210598,,54
210698,210702,,4
210868,210887,,19
211310,211398,,88
211869,211919,,50
212074,212120,,46
212164,212180,,16
212672,212702,,30
213134,213209,,75
213619,213668,,49
213828,213829,,1
213853,213890,,37
214176,214266,,90
214737,214778,,41
215274,215290,,16
215764,215849,,85
216149,216186,,37
216238,216255,,17
216395,216451,,56
216510,216524,,14
216593,216644,,51
217098,217173,,75
217215,217269,,54
217684,217757,,73
218228,218305,,77
218535,218572,,37
218624,218706,,82
218708,218796,,88
219110,219189,,79
219502,219535,,33
219843,219942,,99
219986,220041,,55
220242,220249,,7
220262,220330,,68
220428,220458,,30
220734,220742,,8
221043,221084,,41
221456,221477,,21
221936,221970,,34
222047,222085,,38
222533,222627,,94
223002,223046,,44
223435,223483,,48
223869,223935,,66
224288,224326,,38
224369,224415,,46
224555,224614,,59
224756,224805,,49
225154,225158,,4
225159,225203,,44
225303,225343,,40
225660,225662,,2
226109,226138,,29
226510,226585,,75
226772,226847,,75
227194,227265,,71
227291,227317,,26
227714,227805,,91
228233,228283,,50
228657,228754,,97
229210,229278,,68
229580,229618,,38
229730,229788,,58
229838,229911,,73
230148,230177,,29
230244,230313,,69
230711,230782,,71
231112,231114,,2
231532,231575,,43
231905,231988,,83
232313,232351,,38
232506,232602,,96
232843,232888,,45
233267,233302,,35
233748,233803,,55
234219,234296,,77
234302,234318,,16
234374,234416,,42
234902,234950,,48
235182,235217,,35
235687,235718,,31
236215,236265,,50
236575,236613,,38
236930,236959,,29
237126,237181,,55
237254,237274,,20
237537,237588,,51
237640,237675,,35
237844,237941,,97
238137,238187,,50
238235,238302,,67
238413,238459,,46
238789,238817,,28
239107,239176,,69
239365,239413,,48
239547,239592,,45
240056,240135,,79
240373,240426,,53
240912,240952,,40
241107,241189,,82
241298,241349,,51
241351,241383,,32
241788,241815,,27
241965,242044,,79
242520,242614,,94
242908,242920,,12
243101,243142,,41
243566,243574,,8
243645,243669,,24
243811,243859,,48
244131,244160,,29
244426,244440,,14
244687,244766,,79
245147,245165,,18
245614,245624,,10
246120,246204,,84
246293,246338,,45
246813,246845,,32
247292,247309,,17
247645,247657,,12
247997,248052,,55
248130,248219,,89
248434,248517,,83
248900,248996,,96
249111,249188,,77
249290,249305,,15
249773,249833,,60
249886,249948,,62
250380,250452,,72
250813,250840,,27
250974,251034,,60
251196,251261,,65
251516,251532,,16
251889,251939,,50
252091,252126,,35
252296,252310,,14
252742,252770,,28
253199,253226,,27
253295,253362,,67
253545,253595,,50
253983,254051,,68
254336,254341,,5
254624,254706,,82
254874,254920,,46
255217,255305,,88
255426,255502,,76
255933,255963,,30
256199,256264,,65
256502,256511,,9
256792,256845,,53
256857,256915,,58
257295,257373,,78
257535,257630,,95
257996,258076,,80
258399,258475,,76
258871,258947,,76
259429,259513,,84
259687,259724,,37
260069,260113,,44
260138,260226,,88
260642,260675,,33
260858,260911,,53
261215,261251,,36
261462,261546,,84
261814,261902,,88
262074,262094,,20
262415,262457,,42
262801,262842,,41
262979,263048,,69
263221,263228,,7
263297,263312,,15
263428,263487,,59
263533,263592,,59
263611,263650,,39
264108,264119,,11
264421,264478,,57
264626,264695,,69
265117,265147,,30
265468,265522,,54
265657,265716,,59
266205,266220,,15
266511,266552,,41
266967,266991,,24
267273,267346,,73
267700,267787,,87
267903,267914,,11
268209,268281,,72
268534,268593,,59
268627,268650,,23
268669,268722,,53
268768,268791,,23
268935,269031,,96
269448,269543,,95
269677,269684,,7
269695,269735,,40
270018,270074,,56
270360,270366,,6
270648,270667,,19
271089,271112,,23
271447,271508,,61
271641,271715,,74
271797,271801,,4
271902,271958,,56
272032,272074,,42
272512,272600,,88
272633,272725,,92
272805,272866,,61
273168,273204,,36
273350,273449,,99
273519,273586,,67
273633,273670,,37
274073,274112,,39
274463,274543,,80
274904,274940,,36
275280,275368,,88
275736,275810,,74
275829,275887,,58
275907,275977,,70
276213,276256,,43
276559,276575,,16
276629,276660,,31
277044,277058,,14
277176,277207,,31
277653,277685,,32
277970,278034,,64
278073,278133,,60
278630,278669,,39
278943,279029,,86
279135,279224,,89
279246,279320,,74
279595,279676,,81
280061,280098,,37
280300,280368,,68
280580,280663,,83
280943,281009,,66
281264,281355,,91
281832,281888,,56
282137,282220,,83
282662,282748,,86
282797,282836,,39
283128,283145,,17
283263,283301,,38
283658,283692,,34
283740,283796,,56
284171,284209,,38
284355,284398,,43
284824,284870,,46
285287,285352,,65
285620,285622,,2
285801,285833,,32
286330,286343,,13
286551,286607,,56
287067,287107,,40
287132,287197,,65
287334,287395,,61
287691,287775,,84
287807,287820,,13
287900,287978,,78
287995,288091,,96
288112,288128,,16
288243,288257,,14
288576,288620,,44
289021,289111,,90
289604,289615,,11
289798,289833,,35
290237,290261,,24
290682,290697,,15
291019,291049,,30
291433,291515,,82
291795,291860,,65
292157,292250,,93
292607,292689,,82
292756,292818,,62
292959,293025,,66
293426,293461,,35
293789,293859,,70
293861,293869,,8
293956,294002,,46
294358,294388,,30
294460,294535,,75
294647,294704,,57
294812,294891,,79
295183,295266,,83
295456,295514,,58
295801,295829,,28
296109,296147,,38
296630,296714,,84
296798,296815,,17
297216,297289,,73
297541,297579,,38
297900,297919,,19
297937,298014,,77
298487,298495,,8
298609,298655,,46
298736,298823,,87
299190,299249,,59
299578,299579,,1
299787,299858,,71
300002,300015,,13
300173,300175,,2
300668,300688,,20
301126,301199,,73
301304,301379,,75
301703,301744,,41
301885,301914,,29
302034,302037,,3
302297,302324,,27
302679,302776,,97
303153,303233,,80
303639,303722,,83
303816,303895,,79
304374,304441,,67
304722,304740,,18
304910,304979,,69
305433,305434,,1
305435,305447,,12
305942,306014,,72
306385,306402,,17
306624,306704,,80
306827,306912,,85
307086,307166,,80
307292,307353,,61
307703,307745,,42
307943,307965,,22
308297,308356,,59
308508,308544,,36
308616,308680,,64
308686,308703,,17
308750,308807,,57
308890,308948,,58
309423,309460,,37
309815,309887,,72
310053,310148,,95
310341,310348,,7
310436,310517,,81
310528,310568,,40
310902,310924,,22
311035,311111,,76
311337,311420,,83
311902,311996,,94
312197,312295,,98
312550,312601,,51
312849,312899,,50
312942,312975,,33
313248,313303,,55
313518,313523,,5
313761,313860,,99
314329,314359,,30
314545,314583,,38
314737,314792,,55
315139,315212,,73
315495,315502,,7
315634,315678,,44
315965,316054,,89
316505,316511,,6
316851,316900,,49
316917,316938,,21
316989,317001,,12
317419,317504,,85
317750,317825,,75
317854,317885,,31
318101,318125,,24
318325,318417,,92
318778,318824,,46
319127,319133,,6
319476,319516,,40
319703,319783,,80
320060,320084,,24
320207,320235,,28
320434,320461,,27
320570,320642,,72
320919,321007,,88
321281,321333,,52
321589,321593,,4
321610,321669,,59
321759,321853,,94
322065,322127,,62
322283,322296,,13
322552,322559,,7
323046,323047,,1
323479,323481,,2
323720,323751,,31
324231,324245,,14
324458,324485,,27
324932,324985,,53
325381,325408,,27
325659,325702,,43
325879,325914,,35
326313,326377,,64
326804,326882,,78
327124,327207,,83
327643,327726,,83
327731,327751,,20
328048,328118,,70
328429,328498,,69
328912,328927,,15
329200,329213,,13
329311,329372,,61
329697,329783,,86
329795,329886,,91
330297,330347,,50
330404,330421,,17
330648,330650,,2
330780,330856,,76
330924,331021,,97
331314,331329,,15
331477,331559,,82
331774,331801,,27
332069,332104,,35
332540,332618,,78
333111,333123,,12
333173,333203,,30
333342,333358,,16
333631,333710,,79
333922,333930,,8
334401,334472,,71
334666,334682,,16
334695,334786,,91
334936,335009,,73
335331,335376,,45
335552,335622,,70
335764,335860,,96
336210,336225,,15
336670,336706,,36
337120,337166,,46
337610,337651,,41
337929,337963,,34
338048,338120,,72
338610,338659,,49
338778,338782,,4
339197,339234,,37
339606,339630,,24
339782,339808,,26
340267,340348,,81
340579,340598,,19
340818,340856,,38
340878,340951,,73
341430,341443,,13
341710,341805,,95
342227,342291,,64
342404,342464,,60
342521,342610,,89
342933,342965,,32
343368,343400,,32
343509,343608,,99
344037,344104,,67
344570,344592,,22
344832,344898,,66
345171,345243,,72
345672,345712,,40
345754,345784,,30
345976,346030,,54
346479,346494,,15
346718,346790,,72
347221,347274,,53
347350,347408,,58
347461,347467,,6
347953,348047,,94
348244,348282,,38
348404,348407,,3
348661,348741,,80
349060,349101,,41
349327,349332,,5
349582,349659,,77
349835,349903,,68
350001,350007,,6
350290,350350,,60
350514,350597,,83
350750,350844,,94
350978,351040,,62
351494,351498,,4
351680,351776,,96
352146,352210,,64
352616,352709,,93
353005,353014,,9
353172,353248,,76
353393,353406,,13
353899,353951,,52
354202,354265,,63
354677,354763,,86
355035,355084,,49
355378,355437,,59
355492,355567,,75
355984,356055,,71
356388,356391,,3
356577,356590,,13
356776,356867,,91
357076,357109,,33
357453,357508,,55
357617,357688,,71
358058,358104,,46
358476,358493,,17
358911,358931,,20
359244,359313,,69
359385,359483,,98
359972,360048,,76
360232,360331,,99
360332,360342,,10
360506,360583,,77
360696,360748,,52
360859,360861,,2
361300,361377,,77
361419,361477,,58
361884,361932,,48
362026,362048,,22
362307,362308,,1
362311,362366,,55
362824,362897,,73
363358,363359,,1
363521,363580,,59
363733,363757,,24
364175,364208,,33
364336,364397,,61
364755,364822,,67
364890,364927,,37
365330,365420,,90
365829,365921,,92
365971,366017,,46
366335,366430,,95
366716,366781,,65
367209,367301,,92
367417,367433,,16
367622,367682,,60
368179,368227,,48
368584,368678,,94
368964,368995,,31
369360,369404,,44
369708,369790,,82
370006,370091,,85
370264,370345,,81
370628,370658,,30
370677,370772,,95
371165,371167,,2
371177,371191,,14
371393,371408,,15
371503,371584,,81
372060,372123,,63
372328,372383,,55
372514,372575,,61
372594,372641,,47
372761,372825,,64
373239,373246,,7
373617,373646,,29
373801,373848,,47
374182,374239,,57
374355,374399,,44
374831,374913,,82
375087,375139,,52
375451,375459,,8
375645,375725,,80
376143,376162,,19
376293,376349,,56
376718,376743,,25
377209,377296,,87
377758,377775,,17
377831,377907,,76
377929,377950,,21
378197,378229,,32
378294,378370,,76
378490,378522,,32
378889,378980,,91
379376,379475,,99
379519,379599,,80
380075,380131,,56
380140,380208,,68
380433,380460,,27
380667,380719,,52
381141,381152,,11
381295,381374,,79
381421,381509,,88
381688,381718,,30
381798,381883,,85
382127,382185,,58
382246,382317,,71
382539,382567,,28
382694,382719,,25
383079,383145,,66
383391,383409,,18
383740,383839,,99
384326,384386,,60
384776,384817,,41
385135,385173,,38
385490,385578,,88
386075,386102,,27
386363,386444,,81
386562,386618,,56
387067,387163,,96
387343,387422,,79
387771,387835,,64
387880,387949,,69
387973,388052,,79
388397,388487,,90
388958,389002,,44
389245,389321,,76
389780,389874,,94
390073,390166,,93
390597,390631,,34
390916,390942,,26
391248,391294,,46
391518,391534,,16
391603,391628,,25
391776,391843,,67
391907,391992,,85
392025,392036,,11
392444,392497,,53
392872,392890,,18
393267,393279,,12
393544,393610,,66
393929,393988,,59
394052,394114,,62
394500,394566,,66
394818,394866,,48
395180,395228,,48
395590,395611,,21
396071,396167,,96
396295,396370,,75
396561,396608,,47
396746,396816,,70
396998,397031,,33
397157,397203,,46
397303,397401,,98
397553,397615,,62
397647,397695,,48
397974,398030,,56
398095,398113,,18
398536,398568,,32
398696,398736,,40
399054,399064,,10
399106,399173,,67
399301,399364,,63
399833,399918,,85
400393,400416,,23
400463,400560,,97
400594,400609,,15
400822,400888,,66
401232,401234,,2
401329,401376,,47
401541,401562,,21
401799,401879,,80
402195,402206,,11
402705,402791,,86
403116,403215,,99
403390,403404,,14
403767,403836,,69
404126,404197,,71
404440,404535,,95
404882,404932,,50
405099,405147,,48
405267,405348,,81
405636,405679,,43
405821,405897,,76
406267,406273,,6
406418,406499,,81
406695,406775,,80
407126,407140,,14
407226,407242,,16
407358,407413,,55
407671,407701,,30
408039,408134,,95
408278,408366,,88
408715,408749,,34
408780,408808,,28
409132,409135,,3
409620,409680,,60
409682,409731,,49
409840,409910,,70
410372,410379,,7
410671,410723,,52
411075,411145,,70
411227,411268,,41
411303,411320,,17
411643,411683,,40
411925,412018,,93
412252,412327,,75
412571,412657,,86
413024,413121,,97
413425,413473,,48
413764,413797,,33
414201,414287,,86
414363,414421,,58
414424,414447,,23
414469,414561,,92
414940,415005,,65
415346,415400,,54
415722,415770,,48
416159,416208,,49
416285,416368,,83
416728,416798,,70
417261,417355,,94
417726,417767,,41
418000,418088,,88
418491,418548,,57
418774,418834,,60
419040,419069,,29
419433,419462,,29
419754,419776,,22
420125,420203,,78
420669,420677,,8
421090,421138,,48
421635,421712,,77
421783,421850,,67
422280,422342,,62
422422,422485,,63
422760,422787,,27
423252,423313,,61
423687,423737,,50
424098,424173,,75
424195,424206,,11
424671,424701,,30
425025,425109,,84
425588,425679,,91
425810,425885,,75
426294,426347,,53
426681,426699,,18
427103,427199,,96
427390,427449,,59
427480,427509,,29
427728,427776,,48
428037,428082,,45
428211,428286,,75
428677,428759,,82
429130,429138,,8
429172,429248,,76
429439,429488,,49
429680,429723,,43
430219,430312,,93
430566,430601,,35
430672,430740,,68
430872,430910,,38
431100,431152,,52
431387,431482,,95
431523,431541,,18
431928,432023,,95
432324,432376,,52
432407,432424,,17
432628,432673,,45
433008,433063,,55
433369,433399,,30
433624,433708,,84
434083,434148,,65
434336,434366,,30
434421,434510,,89
434892,434968,,76
435369,435460,,91
435688,435702,,14
435853,435913,,60
435950,436043,,93
436402,436497,,95
436881,436938,,57
437154,437216,,62
437395,437435,,40
437484,437577,,93
438021,438114,,93
438237,438287,,50
438587,438633,,46
438813,438867,,54
439008,439015,,7
439375,439458,,83
439654,439660,,6
439947,439974,,27
440062,440085,,23
440089,440106,,17
440516,440550,,34
440919,440989,,70
441361,441445,,84
441759,441789,,30
441792,441839,,47
441944,442011,,67
442272,442300,,28
442392,442489,,97
442961,443050,,89
443348,443355,,7
443655,443746,,91
444205,444304,,99
444779,444837,,58
445244,445292,,48
445755,445772,,17
445939,445964,,25
446182,446228,,46
446447,446528,,81
446987,447021,,34
447255,447319,,64
447552,447561,,9
447924,447970,,46
448449,448486,,37
448808,448844,,36
449065,449090,,25
449392,449419,,27
449887,449956,,69
450174,450222,,48
450271,450297,,26
450503,450567,,64
450578,450617,,39
450864,450900,,36
451154,451231,,77
451333,451362,,29
451761,451839,,78
452048,452085,,37
452540,452637,,97
452739,452784,,45
452885,452951,,66
453115,453211,,96
453552,453568,,16
453923,454022,,99
454173,454198,,25
454569,454651,,82
454964,455002,,38
455349,455388,,39
455777,455809,,32
456123,456182,,59
456619,456620,,1
457099,457160,,61
457345,457398,,53
457619,457665,,46
457752,457808,,56
458034,458041,,7
458404,458499,,95
458927,458990,,63
459432,459468,,36
459626,459708,,82
459741,459766,,25
460214,460267,,53
460658,460720,,62
460821,460911,,90
461295,461336,,41
461782,461806,,24
462225,462243,,18
462597,462600,,3
463052,463133,,81
463503,463584,,81
463632,463672,,40
464132,464209,,77
464514,464556,,42
464558,464593,,35
464949,464979,,30
465336,465383,,47
465629,465678,,49
465733,465769,,36
466181,466226,,45
466590,466621,,31
466890,466907,,17
467228,467250,,22
467477,467491,,14
467569,467661,,92
467734,467776,,42
467844,467929,,85
468105,468151,,46
468447,468517,,70
468777,468876,,99
469132,469188,,56
469392,469439,,47
469787,469808,,21
469858,469873,,15
469929,469934,,5
470360,470438,,78
470740,470773,,33
470849,470866,,17
471307,471325,,18
471671,471724,,53
471921,471953,,32
472196,472272,,76
472604,472692,,88
472841,472926,,85
472938,473020,,82
473394,473446,,52
473829,473894,,65
473909,473988,,79
474306,474318,,12
474726,474785,,59
475220,475312,,92
475460,475509,,49
475572,475647,,75
475878,475923,,45
476320,476417,,97
476453,476456,,3
476921,476938,,17
476986,477054,,68
477181,477228,,47
477627,477710,,83
